Species X,Species Y,Species Z
1.000041458,0.990000333,0.999958335
1.000182087,0.980102298,0.999817109
1.000420912,0.970306777,0.999577382
1.000756979,0.960614565,0.999240252
1.001189352,0.951026376,0.99880685
1.001717114,0.94154284,0.998278341
1.002339371,0.932164509,0.997655922
1.003055245,0.922891863,0.996940818
1.003863879,0.913725307,0.996134283
1.004764435,0.904665176,0.995237594
1.005756093,0.895711737,0.994252055
1.006838052,0.886865194,0.993178991
1.00800953,0.878125688,0.992019747
1.009269761,0.8694933,0.990775687
1.010617998,0.860968054,0.989448194
1.012053513,0.85254992,0.988038664
1.013575594,0.844238814,0.986548509
1.015183545,0.836034603,0.984979153
1.016876688,0.827937107,0.98333203
1.018654361,0.819946098,0.981608585
1.02051592,0.812061307,0.979810271
1.022460735,0.804282423,0.977938547
1.024488191,0.796609097,0.975994879
1.026597691,0.789040941,0.973980735
1.028788652,0.781577533,0.971897589
1.031060504,0.77421842,0.969746915
1.033412694,0.766963114,0.967530187
1.035844683,0.7598111,0.96524888
1.038355945,0.752761836,0.962904467
1.040945968,0.745814753,0.960498419
1.043614254,0.738969258,0.958032203
1.046360317,0.732224737,0.955507282
1.049183685,0.725580553,0.952925112
1.052083898,0.719036051,0.950287146
1.055060509,0.712590558,0.947594827
1.058113082,0.706243385,0.944849591
1.061241193,0.699993828,0.942052867
1.06444443,0.693841167,0.939206074
1.067722391,0.687784674,0.936310619
1.071074686,0.681823606,0.933367901
1.074500936,0.675957212,0.930379308
1.078000771,0.670184732,0.927346214
1.081573831,0.664505398,0.924269983
1.085219767,0.658918436,0.921151965
1.088938238,0.653423066,0.917993498
1.092728914,0.648018504,0.914795906
1.096591473,0.642703962,0.911560497
1.100525601,0.637478649,0.908288568
1.104530993,0.632341773,0.904981399
1.108607352,0.627292541,0.901640256
1.112754389,0.622330159,0.898266388
1.116971823,0.617453835,0.894861031
1.12125938,0.612662777,0.891425402
1.125616791,0.607956196,0.887960706
1.130043798,0.603333305,0.884468129
1.134540145,0.598793321,0.88094884
1.139105586,0.594335465,0.877403993
1.143739878,0.589958962,0.873834726
1.148442785,0.585663043,0.870242157
1.153214076,0.581446945,0.866627392
1.158053527,0.577309908,0.862991514
1.162960915,0.573251184,0.859335595
1.167936026,0.569270027,0.855660686
1.172978647,0.565365701,0.851967822
1.17808857,0.561537479,0.848258022
1.183265592,0.557784639,0.844532287
1.188509512,0.554106472,0.8407916
1.193820133,0.550502274,0.83703693
1.19919726,0.546971353,0.833269225
1.204640703,0.543513026,0.829489419
1.210150272,0.54012662,0.82569843
1.21572578,0.536811472,0.821897155
1.221367042,0.533566931,0.81808648
1.227073875,0.530392354,0.81426727
1.232846096,0.527287111,0.810440376
1.238683525,0.524250584,0.806606631
1.24458598,0.521282165,0.802766854
1.250553283,0.518381259,0.798921846
1.256585253,0.515547281,0.795072394
1.26268171,0.51277966,0.791219266
1.268842474,0.510077836,0.787363219
1.275067365,0.507441262,0.783504992
1.281356199,0.504869404,0.779645308
1.287708795,0.50236174,0.775784876
1.294124967,0.49991776,0.771924391
1.300604529,0.497536969,0.768064532
1.30714729,0.495218884,0.764205964
1.313753061,0.492963035,0.760349336
1.320421647,0.490768966,0.756495287
1.32715285,0.488636233,0.752644438
1.333946469,0.486564407,0.748797398
1.3408023,0.484553072,0.744954762
1.347720133,0.482601826,0.741117112
1.354699756,0.480710281,0.737285016
1.36174095,0.478878062,0.733459031
1.368843492,0.477104808,0.729639699
