Species X,Species Y,Species Z
0.999841045,0.990001157,0.999760027
0.999778274,0.980103892,0.999424573
0.999810685,0.970309019,0.998994712
0.999937293,0.96061727,0.998471548
1.000157134,0.951029292,0.997856216
1.000469266,0.941545656,0.997149883
1.000872763,0.932166859,0.99635374
1.001366721,0.922893321,0.995469006
1.001950253,0.913725394,0.994496924
1.002622493,0.904663362,0.993438758
1.003382592,0.895707443,0.992295793
1.004229721,0.886857794,0.991069334
1.005163068,0.87811451,0.989760704
1.00618184,0.869477628,0.98837124
1.007285261,0.860947133,0.986902295
1.008472573,0.852522953,0.985355234
1.009743035,0.844204969,0.983731435
1.011095923,0.83599301,0.982032286
1.01253053,0.827886864,0.980259181
1.014046165,0.819886269,0.978413525
1.015642153,0.811990927,0.976496727
1.017317835,0.804200498,0.974510203
1.01907257,0.796514603,0.972455371
1.020905728,0.78893283,0.970333651
1.022816698,0.781454732,0.968146467
1.024804882,0.774079831,0.965895241
1.026869696,0.766807619,0.963581396
1.029010572,0.759637558,0.961206352
1.031226954,0.752569087,0.958771527
1.033518302,0.745601618,0.956278335
1.035884087,0.73873454,0.953728187
1.038323796,0.731967221,0.951122487
1.040836925,0.72529901,0.948462634
1.043422986,0.718729236,0.945750019
1.046081503,0.712257211,0.942986026
1.04881201,0.705882233,0.940172031
1.051614054,0.699603584,0.937309401
1.054487194,0.693420534,0.934399494
1.057431,0.68733234,0.931443655
1.060445052,0.68133825,0.928443221
1.063528942,0.6754375,0.925399517
1.066682272,0.669629321,0.922313857
1.069904654,0.663912935,0.91918754
1.07319571,0.658287558,0.916021855
1.076555072,0.6527524,0.912818077
1.07998238,0.647306667,0.909577467
1.083477285,0.641949563,0.906301273
1.087039445,0.636680288,0.902990729
1.09066853,0.631498041,0.899647053
1.094364214,0.626402019,0.896271449
1.098126181,0.621391421,0.892865108
1.101954125,0.616465445,0.889429202
1.105847744,0.61162329,0.885964891
1.109806745,0.606864158,0.882473318
1.113830843,0.602187254,0.878955609
1.117919758,0.597591784,0.875412876
1.122073218,0.593076961,0.871846214
1.126290957,0.588641999,0.868256703
1.130572715,0.58428612,0.864645405
1.134918238,0.580008549,0.861013366
1.139327277,0.575808519,0.857361618
1.143799589,0.571685266,0.853691174
1.148334936,0.567638037,0.850003032
1.152933086,0.563666082,0.846298172
1.157593809,0.559768661,0.842577559
1.162316882,0.555945043,0.838842143
1.167102085,0.552194501,0.835092854
1.171949203,0.548516321,0.831330608
1.176858022,0.544909796,0.827556306
1.181828335,0.541374227,0.82377083
1.186859935,0.537908926,0.819975048
1.191952621,0.534513215,0.81616981
1.197106192,0.531186425,0.812355953
1.20232045,0.527927897,0.808534295
1.207595202,0.524736982,0.804705641
1.212930254,0.521613044,0.800870779
1.218325414,0.518555456,0.797030482
1.223780493,0.515563601,0.793185507
1.229295301,0.512636875,0.789336597
1.234869653,0.509774684,0.785484479
1.240503359,0.506976446,0.781629865
1.246196236,0.504241591,0.777773454
1.251948095,0.50156956,0.773915928
1.257758752,0.498959806,0.770057957
1.26362802,0.496411794,0.766200195
1.269555713,0.493925002,0.762343283
1.275541642,0.491498917,0.758487846
1.28158562,0.489133042,0.7546345
1.287687456,0.48682689,0.750783842
1.29384696,0.484579987,0.74693646
1.300063938,0.482391873,0.743092925
1.306338195,0.480262097,0.739253799
1.312669533,0.478190225,0.735419629
1.319057753,0.476175831,0.731590949
1.325502651,0.474218507,0.727768282
1.332004022,0.472317853,0.723952137
1.338561655,0.470473484,0.720143014
1.345175337,0.468685028,0.716341399
1.351844851,0.466952126,0.712547766
1.358569976,0.465274432,0.708762578
